distance_m,velocity_ms,velocity_kmh,time_s,acceleration_ms2,force_traction_N,force_drag_N,force_rolling_N,force_grade_N,power_electrical_W,energy_cumulative_Wh,lateral_acceleration_ms2
1213.70,6.946,25.00,171.78,0.0065,10.76,1.51,2.94,5.83,111.92,2.4381,0.0720
1218.12,6.952,25.03,172.42,0.0112,10.63,1.51,2.94,5.35,110.83,2.4578,0.0546
1222.53,6.960,25.06,173.05,0.0140,10.49,1.51,2.94,5.00,109.74,2.4772,0.0541
1226.94,6.970,25.09,173.69,0.0154,10.44,1.52,2.94,4.84,109.37,2.4965,0.0068
1231.36,6.979,25.13,174.32,0.0141,9.91,1.52,2.94,4.41,104.79,2.5157,0.0186
1235.77,6.987,25.15,174.95,0.0082,8.74,1.52,2.94,3.67,94.19,2.5333,0.0110
1240.18,6.990,25.16,175.58,-0.0045,7.49,1.52,2.94,3.36,82.66,2.5487,0.0061
1244.60,6.982,25.13,176.22,-0.0294,5.68,1.52,2.94,3.41,64.98,2.5623,0.0275
1249.01,6.953,25.03,176.85,-0.0699,2.40,1.51,2.94,3.17,29.04,2.5716,0.0023
1253.42,6.893,24.81,177.49,-0.0907,0.62,1.48,2.93,2.95,8.54,2.5726,0.0145
1257.84,6.836,24.61,178.13,-0.0897,0.76,1.46,2.93,3.05,10.42,2.5746,0.0163
1262.25,6.777,24.40,178.78,-0.0932,0.63,1.43,2.93,3.20,8.65,2.5763,0.0116
1266.67,6.715,24.17,179.43,-0.0967,0.30,1.41,2.93,3.16,4.09,2.5777,0.0028
1271.08,6.650,23.94,180.09,-0.0961,0.07,1.38,2.93,2.91,1.00,2.5778,0.0186
1275.49,6.588,23.72,180.76,-0.0862,0.52,1.36,2.93,2.65,6.77,2.5781,0.0079
1279.91,6.534,23.52,181.43,-0.0725,1.43,1.33,2.93,2.56,17.96,2.5803,0.0127
1284.32,6.490,23.36,182.11,-0.0362,4.20,1.32,2.93,2.64,46.16,2.5849,0.0198
1288.73,6.485,23.35,182.79,0.0324,9.29,1.32,2.93,2.62,92.79,2.5977,0.0149
1293.15,6.534,23.52,183.47,0.0833,13.15,1.33,2.93,2.67,126.11,2.6198,0.0350
1297.56,6.598,23.75,184.14,0.0351,9.73,1.35,2.93,2.83,96.71,2.6450,0.0296
1301.97,6.581,23.69,184.81,-0.1688,-5.47,1.33,2.93,2.84,29.29,2.6559,0.0424
1306.39,6.368,22.92,185.49,-0.6001,-37.87,1.22,2.93,2.68,0.00,2.6559,0.0319
1310.80,5.720,20.59,186.22,-1.2342,-85.79,0.96,2.93,2.25,0.00,2.6559,0.0145
1315.21,4.331,15.59,187.10,-1.8532,-132.73,0.47,2.93,1.94,0.00,2.6559,0.0014
1319.63,0.000,0.00,189.14,-2.1255,-153.37,0.15,2.92,1.91,0.00,2.6559,0.0000
